,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,Malicious
227,33,6,Apache,12055.6,JP,Fukuoka,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
228,33,6,Apache/2.4,19890.0,CA,BC,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
229,33,8,nginx/1.10.1 + Phusion Passenger 5.0.30,12055.6,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
230,33,9,None,18302.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
231,33,7,Apache,318.0,JP,Osaka,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
232,33,8,Server,20711.7,US,WA,52,7,8,3438,56,51,46498,3718,56,4.0,0,Non-Malicious
233,33,7,Apache/1.3.27 (Unix)  (Red-Hat/Linux) mod_perl/1.26 PHP/4.3.3 FrontPage/5.0.2 mod_ssl/2.8.12 OpenSSL/0.9.6b,11223.3,NONE,None,4,3,2,420,4,5,304,420,4,0.0,0,Non-Malicious
234,33,6,Apache,6212.4,US,Texas,7,5,4,606,7,6,474,606,7,0.0,0,Non-Malicious
235,33,8,mw2114.codfw.wmnet,16663.8,US,CA,32,11,6,3694,40,32,11543,4286,40,8.0,0,Non-Malicious
236,33,7,GSE,60722.0,US,CA,4,2,3,408,4,6,382,408,4,0.0,0,Non-Malicious
237,33,6,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 Perl/v5.10.1,12303.1,US,Arizona,8,4,5,660,8,9,556,660,8,0.0,0,Non-Malicious
238,33,6,Apache/1.3.34 (Unix) PHP/4.4.4,11223.3,US,FL,5,4,2,486,5,7,542,486,5,0.0,0,Non-Malicious
239,33,8,Server,6212.4,US,WA,10,4,4,816,10,6,476,816,10,0.0,0,Non-Malicious
240,33,6,Microsoft-IIS/7.5,39.0,US,AL,24,1,4,3375,28,30,18396,3703,28,4.0,0,Non-Malicious
241,33,8,Apache/2.2.31 (Amazon),1371.0,IL,None,19,0,3,2042,27,27,4760,2622,27,8.0,0,Non-Malicious
242,33,7,Jetty(9.0.z-SNAPSHOT),13244.0,US,NY,105,98,7,8692,111,130,179133,9172,111,6.0,0,Non-Malicious
243,33,6,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
244,34,11,nginx,655.0,NONE,None,27,5,8,2721,35,27,3896,3313,35,8.0,1,Malicious
245,34,11,nginx,649.0,NONE,None,15,1,5,1632,21,18,2661,2068,21,6.0,1,Malicious
246,34,9,cloudflare-nginx,12473.5,RU,Krasnoyarsk,26,0,3,3569,32,31,10750,4037,32,6.0,1,Malicious
247,34,9,Apache,214.0,NONE,None,9,0,4,850,11,14,1382,990,11,2.0,1,Malicious
248,34,6,nginx/1.12.0,18298.0,US,MAINE,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
249,34,7,Microsoft-HTTPAPI/2.0,324.0,GB,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
250,34,7,None,1819.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
251,34,7,None,1819.0,US,CA,33,27,2,5235,41,40,14571,5835,41,8.0,0,Non-Malicious
252,34,8,nginx/1.10.1 + Phusion Passenger 5.0.30,12055.6,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
253,34,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
254,34,7,Apache/2.2.31 (CentOS),12055.6,CA,ALBERTA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
255,34,7,nginx,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
256,34,7,Apache/2.4.10 (Debian),6474.0,US,Virginia,6,3,4,552,6,9,564,552,6,0.0,0,Non-Malicious
257,34,7,nginx,12303.1,CA,ON,8,6,5,696,8,10,636,696,8,0.0,0,Non-Malicious
258,34,6,None,9515.0,NONE,None,34,9,9,2412,34,7,442,2412,34,0.0,0,Non-Malicious
259,34,7,cloudflare-nginx,7634.9,IN,MH,3,3,1,366,3,5,306,366,3,0.0,0,Non-Malicious
260,34,9,Apache,1486.0,GB,None,5,3,2,498,5,5,306,498,5,0.0,0,Non-Malicious
261,34,9,Apache/2.4.12 (Ubuntu),10892.0,NONE,None,3,3,1,366,3,4,244,366,3,0.0,0,Non-Malicious
262,34,9,HTTPDaemon,11223.3,US,WA,4,3,2,432,4,5,310,432,4,0.0,0,Non-Malicious
263,34,8,Apache/2.2.31 (Amazon),7255.0,NONE,None,17,1,2,1661,23,26,10015,2167,23,6.0,0,Non-Malicious
264,34,7,GSE,6608.0,US,CA,42,0,3,4895,46,45,39544,5241,46,4.0,0,Non-Malicious
265,34,6,None,9515.0,US,CA,34,25,9,3787,42,42,33677,4365,42,8.0,0,Non-Malicious
266,34,9,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,111.0,US,California,21,0,5,2292,23,24,16147,2450,23,2.0,0,Non-Malicious
267,34,6,Apache,11223.3,US,CA,24,20,2,4372,31,33,13095,4808,31,6.0,0,Non-Malicious
268,34,8,nginx,996.0,US,CA,7,0,2,716,11,10,1979,1030,11,4.0,0,Non-Malicious
269,34,7,nginx,1501.0,US,New York,23,3,11,2042,29,29,7939,2520,29,6.0,0,Non-Malicious
270,34,7,MediaFire,12055.6,US,Texas,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
271,34,7,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
272,34,6,Microsoft-IIS/7.5,324.0,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
273,35,9,Apache,7314.0,NONE,None,39,0,3,3240,45,45,35301,3722,45,6.0,1,Malicious
274,35,9,Apache,7314.0,NONE,None,39,0,2,3240,45,45,35301,3722,45,6.0,1,Malicious
275,35,11,Apache,11223.3,CA,ON,18,0,2,2102,20,21,20976,2252,20,2.0,1,Malicious
276,35,11,nginx,652.0,NONE,None,15,1,5,1635,21,17,2640,2073,21,6.0,1,Malicious
277,35,11,nginx,652.0,NONE,None,21,1,5,2367,29,26,3801,2957,29,8.0,1,Malicious
278,35,9,nginx,646.0,NONE,None,12,1,5,1340,16,12,964,1622,16,4.0,1,Malicious
279,35,11,nginx,652.0,NONE,None,19,1,5,2223,25,20,2868,2661,25,6.0,1,Malicious
280,35,11,nginx,652.0,NONE,None,18,1,5,2157,24,22,2996,2595,24,6.0,1,Malicious
281,35,11,nginx,652.0,NONE,None,19,1,5,2223,25,22,2996,2661,25,6.0,1,Malicious
282,35,11,nginx,652.0,NONE,None,23,1,5,2864,31,25,3773,3454,31,8.0,1,Malicious
283,35,8,cloudflare-nginx,11223.3,RU,Krasnoyarsk,15,1,2,1850,21,23,2970,2302,21,6.0,1,Malicious
284,35,9,DOSarrest,12055.6,KY,GRAND CAYMAN,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
285,35,8,mw2232.codfw.wmnet,4685.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
286,35,8,nginx/1.10.1 + Phusion Passenger 5.0.30,12055.6,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
287,35,6,Microsoft-IIS/7.5,324.0,NONE,None,22,15,8,1527,24,25,1928,1699,24,2.0,0,Non-Malicious
288,35,8,Server,6212.4,US,WA,21,1,4,2435,25,25,39924,2715,25,4.0,0,Non-Malicious
289,35,9,Microsoft-HTTPAPI/2.0,324.0,US,CA,49,10,6,2961,53,61,38255,3261,53,4.0,0,Non-Malicious
290,35,9,nginx,39362.0,UK,UK,4,3,2,420,4,4,244,420,4,0.0,0,Non-Malicious
291,35,7,nginx,7634.9,US,NY,3,3,1,366,3,4,244,366,3,0.0,0,Non-Malicious
292,35,9,Apache,11223.3,US,Arizona,4,3,2,432,4,6,372,432,4,0.0,0,Non-Malicious
293,35,10,ATS,6212.4,US,CA,10,9,4,756,10,12,861,756,10,0.0,0,Non-Malicious
294,35,7,Sucuri/Cloudproxy,14462.0,CA,ON,8,6,6,696,8,5,306,696,8,0.0,0,Non-Malicious
295,35,9,Apache,11223.3,NONE,None,4,4,2,432,4,6,372,432,4,0.0,0,Non-Malicious
296,35,8,Server,6828.2,US,WA,21,12,12,1446,21,24,1788,1446,21,0.0,0,Non-Malicious
297,35,7,Apache/2.4.23 (Unix),289.0,GB,None,5,4,3,474,5,6,364,474,5,0.0,0,Non-Malicious
298,35,6,Microsoft-HTTPAPI/2.0,324.0,US,PA,23,8,5,3087,29,27,19078,3535,29,6.0,0,Non-Malicious
299,35,7,GSE,38115.0,US,CA,45,3,7,3507,49,46,42286,3857,49,4.0,0,Non-Malicious
300,35,8,Server,12473.5,US,WA,37,0,3,3263,43,42,52720,3697,43,6.0,0,Non-Malicious
301,35,9,cloudflare-nginx,16663.8,NONE,None,12,2,6,1258,16,17,1862,1542,16,4.0,0,Non-Malicious
302,35,9,None,16663.8,US,CA,44,40,6,6945,56,51,26115,7849,56,12.0,0,Non-Malicious
303,35,7,GSE,8813.0,US,CA,41,6,4,4769,45,42,69898,5119,45,4.0,0,Non-Malicious
304,35,8,Apache,1002.0,AT,Austria,32,5,8,2965,36,39,37146,3279,36,4.0,0,Non-Malicious
305,35,7,Apache,16875.0,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
306,35,8,Server,12303.1,US,WA,27,1,5,2771,31,33,36261,3051,31,4.0,0,Non-Malicious
307,35,7,Apache,330.0,NONE,None,16,9,8,1275,18,23,2306,1423,18,2.0,0,Non-Malicious
308,35,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
309,35,8,Apache,1002.0,AT,Austria,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
310,36,10,nginx,655.0,NONE,None,208,18,9,20074,228,216,270752,21646,228,20.0,1,Malicious
311,36,11,nginx,655.0,NONE,None,7,1,5,466,11,10,822,760,11,4.0,1,Malicious
312,36,11,nginx,655.0,NONE,None,17,1,7,1770,23,17,2579,2210,23,6.0,1,Malicious
313,36,9,nginx,646.0,NONE,None,11,1,4,1266,15,12,966,1554,15,4.0,1,Malicious
314,36,11,nginx,655.0,NONE,None,21,1,5,2359,29,23,3542,2951,29,8.0,1,Malicious
315,36,11,nginx,655.0,NONE,None,19,1,5,2227,27,23,3612,2819,27,8.0,1,Malicious
316,36,8,cloudflare-nginx,6212.4,RU,Krasnoyarsk,6,0,4,372,8,10,703,520,8,2.0,1,Malicious
317,36,8,nginx,10133.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
318,36,8,Microsoft-HTTPAPI/2.0,324.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
319,36,7,nginx/1.12.0,12055.6,US,Kansas,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
320,36,6,nginx/1.12.0,1108.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
321,36,7,Microsoft-HTTPAPI/2.0,324.0,US,DE,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
322,36,7,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
323,36,8,nginx,20711.7,CN,shandong,18,2,8,1432,20,27,2113,1572,20,2.0,0,Non-Malicious
324,36,8,Apache,16663.8,JP,Osaka,14,10,6,1096,16,19,1294,1246,16,2.0,0,Non-Malicious
325,36,7,nginx,7634.9,US,CA,3,3,1,366,3,4,244,366,3,0.0,0,Non-Malicious
326,36,8,nginx/0.7.65,7634.9,NONE,None,2,2,1,276,2,3,184,276,2,0.0,0,Non-Malicious
327,36,8,mw2260.codfw.wmnet,12473.5,US,CA,5,3,3,498,5,7,438,498,5,0.0,0,Non-Malicious
328,36,8,Apache/2.2.32,11223.3,US,PA,5,3,2,474,5,5,306,474,5,0.0,0,Non-Malicious
329,36,8,cloudflare-nginx,16663.8,NONE,None,18,2,6,1706,22,19,2165,1994,22,4.0,0,Non-Malicious
330,36,7,Apache,19879.0,US,CA,61,7,6,6100,65,79,123896,6388,65,4.0,0,Non-Malicious
331,36,8,mw2239.codfw.wmnet,9515.0,US,CA,85,73,9,7506,91,96,107416,7962,91,6.0,0,Non-Malicious
332,36,7,Microsoft-HTTPAPI/2.0,324.0,NONE,None,8,0,2,784,10,11,16959,958,10,2.0,0,Non-Malicious
333,36,8,DPS/1.1.8,6212.4,NONE,None,22,8,4,2680,28,19,7746,3172,28,6.0,0,Non-Malicious
334,36,6,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210.0,NONE,None,3,0,1,466,5,6,668,640,5,2.0,0,Non-Malicious
335,36,7,cloudflare-nginx,3326.0,US,CA,14,7,5,1060,16,18,5214,1234,16,2.0,0,Non-Malicious
336,36,7,Apache/2.0.52 (Red Hat),293.0,US,TX,12,0,4,1331,16,13,4860,1631,16,4.0,0,Non-Malicious
337,36,7,Apache/2.2.22,231.0,NONE,None,7,0,2,730,9,11,1284,870,9,2.0,0,Non-Malicious
338,36,7,Apache,11418.0,US,AZ,17,0,4,2319,21,21,14373,2615,21,4.0,0,Non-Malicious
339,36,8,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,12055.6,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
340,36,8,Apache,12055.6,UK,UK,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
341,36,7,GSE,11692.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
342,37,10,Apache,7634.9,CZ,PRAHA,49,0,1,3505,51,53,66214,3657,51,2.0,1,Malicious
343,37,9,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296.0,US,LA,2,0,2,128,4,5,407,276,4,2.0,1,Malicious
344,37,9,nginx,162.0,CN,beijingshi,1,0,1,66,3,4,404,206,3,2.0,1,Malicious
345,37,11,Apache,6828.2,NONE,None,44,2,10,5009,50,50,40316,5511,50,6.0,1,Malicious
346,37,10,nginx,11223.3,CN,liaoningsheng,12,0,2,1961,16,14,2991,2245,16,4.0,1,Malicious
347,37,9,Apache,188.0,NONE,None,19,0,6,1525,21,13,1363,1667,21,2.0,1,Malicious
348,37,7,Apache/2.2.29 (Amazon),12055.6,CA,British Columbia,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
349,37,7,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,6062.0,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
350,37,7,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219.0,US,Missouri,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
351,37,9,Apache,1002.0,AT,Austria,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
352,37,10,Apache,14109.0,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
353,37,8,Microsoft-HTTPAPI/2.0,324.0,US,North Carolina,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
354,37,9,nginx/1.1.19,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
355,37,8,cloudflare-nginx,12055.6,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
356,37,9,Apache/2.2.22 (Ubuntu),8022.0,US,California,23,5,8,1674,23,11,696,1674,23,0.0,0,Non-Malicious
357,37,9,nginx,32441.0,UK,UK,11,10,7,834,11,14,882,834,11,0.0,0,Non-Malicious
358,37,7,ATS/5.3.0,7891.0,US,MA,6,5,2,540,6,8,535,540,6,0.0,0,Non-Malicious
359,37,8,None,11223.3,US,CA,4,2,2,408,4,5,328,408,4,0.0,0,Non-Malicious
360,37,8,Apache,1840.0,US,CA,8,5,5,648,8,11,739,648,8,0.0,0,Non-Malicious
361,37,8,Apache/2.2.3 (Red Hat),12768.0,NONE,None,6,4,3,540,6,6,474,540,6,0.0,0,Non-Malicious
362,37,7,openresty,12473.5,US,NY,4,0,3,268,6,6,557,444,6,2.0,0,Non-Malicious
363,37,9,Apache,6828.2,NONE,None,31,7,12,2531,37,35,14050,3005,37,6.0,0,Non-Malicious
364,37,7,None,7634.9,US,CA,27,23,1,3355,33,35,31623,3781,33,6.0,0,Non-Malicious
365,37,8,nginx,6212.4,US,Arizona,44,0,4,3767,48,48,129181,4079,48,4.0,0,Non-Malicious
366,37,8,nginx,4297.0,US,OH,16,1,6,1607,22,18,1690,2055,22,6.0,0,Non-Malicious
367,37,9,nginx,13244.0,PH,Manila,15,6,7,1283,17,15,2201,1425,17,2.0,0,Non-Malicious
368,37,9,None,6212.4,US,CA,21,0,4,1643,23,31,21144,1797,23,2.0,0,Non-Malicious
369,37,8,nginx/1.4.3,135444.0,US,NY,68,6,7,5207,70,88,247488,5345,70,2.0,0,Non-Malicious
370,37,9,ATS,616.0,US,CA,18,5,10,2248,26,28,3605,2890,26,8.0,0,Non-Malicious
371,37,8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,6944.0,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
372,37,8,None,1819.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
373,37,7,GSE,7783.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
374,38,10,Apache/2,337.0,CA,ON,14,4,6,888,14,5,316,888,14,0.0,1,Malicious
375,38,11,nginx,661.0,NONE,None,22,1,5,2813,30,27,3916,3409,30,8.0,1,Malicious
376,38,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,15,0,2,2342,21,15,7249,2806,21,6.0,1,Malicious
377,38,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,19,1,3,2594,25,25,7997,3058,25,6.0,1,Malicious
378,38,10,nginx/1.8.0,215.0,NONE,None,7,0,2,734,9,9,1097,880,9,2.0,1,Malicious
379,38,9,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,4397.0,US,MA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
380,38,8,None,1819.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
381,38,8,Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a,7634.9,NONE,None,18,0,1,1458,20,20,19623,1616,20,2.0,0,Non-Malicious
382,38,8,cloudflare-nginx,12055.6,US,New York,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
383,38,8,nginx,39740.0,UK,UK,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
384,38,9,Apache,68067.0,US,MO,19,0,3,1851,23,23,15551,2143,23,4.0,0,Non-Malicious
385,38,10,Apache,40299.0,UK,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
386,38,9,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
387,38,8,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
388,38,9,nginx/1.1.19,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
389,38,8,Apache/2,345.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
390,38,7,Microsoft-HTTPAPI/2.0,324.0,US,NJ,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
391,38,9,GSE,3916.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
392,38,8,None,1819.0,US,CA,39,25,11,5509,47,45,25776,6115,47,8.0,0,Non-Malicious
393,38,7,None,34.0,NONE,None,7,7,3,618,7,9,562,618,7,0.0,0,Non-Malicious
394,38,8,Apache,9515.0,US,MI,13,13,9,1002,13,16,1012,1002,13,0.0,0,Non-Malicious
395,38,7,Apache,1172.0,US,NY,4,3,2,432,4,4,244,432,4,0.0,0,Non-Malicious
396,38,6,Microsoft-HTTPAPI/2.0,324.0,NONE,None,6,6,3,540,6,8,539,540,6,0.0,0,Non-Malicious
397,38,8,Server,11223.3,US,NJ,3,2,2,330,3,5,306,330,3,0.0,0,Non-Malicious
398,38,7,None,24087.0,AU,NSW,8,0,3,786,12,9,968,1106,12,4.0,0,Non-Malicious
399,38,9,ATS,618.0,US,CA,46,17,7,5306,54,42,39325,5906,54,8.0,0,Non-Malicious
400,38,8,None,6746.0,NONE,None,35,8,14,3072,41,31,9718,3506,41,6.0,0,Non-Malicious
401,38,8,Microsoft-HTTPAPI/2.0,324.0,US,UT,23,7,7,1967,29,24,6542,2417,29,6.0,0,Non-Malicious
402,38,7,Microsoft-HTTPAPI/2.0,324.0,AU,NSW,13,7,7,1068,15,13,1006,1216,15,2.0,0,Non-Malicious
403,38,6,Apache,9555.0,BE,None,23,5,9,2823,27,21,15940,3153,27,4.0,0,Non-Malicious
404,38,6,SSWS,12473.5,US,FL,58,40,3,8165,66,77,54909,8787,66,8.0,0,Non-Malicious
405,38,8,Apache,1840.0,US,CA,23,12,8,3099,27,28,7395,3439,27,4.0,0,Non-Malicious
406,38,10,Microsoft-IIS/8.0,4929.0,NO,None,16,0,5,1927,20,20,8052,2219,20,4.0,0,Non-Malicious
407,38,8,Apache/2.4.18 (Ubuntu),12400.0,US,FL,16,0,3,1879,22,20,8768,2307,22,6.0,0,Non-Malicious
408,38,9,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,42952.0,US,FL,35,30,2,4047,41,53,54041,4497,41,6.0,0,Non-Malicious
409,38,7,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,12473.5,US,California,20,0,3,1578,24,24,20606,1890,24,4.0,0,Non-Malicious
410,38,7,GSE,6212.4,US,CA,42,20,4,4268,50,40,40666,4998,50,8.0,0,Non-Malicious
411,38,9,None,6828.2,NONE,None,288,279,10,20749,294,431,1058608,21187,294,6.0,0,Non-Malicious
412,38,8,cloudflare-nginx,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
413,38,7,GSE,7868.0,US,CA,44,0,4,5064,50,42,35677,5586,50,6.0,0,Non-Malicious
414,38,9,Apache/2.2.20 (Unix),220.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
415,38,7,GSE,7797.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
416,38,9,cloudflare-nginx,12055.6,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
417,39,13,nginx,637.0,NONE,None,4,0,4,264,4,6,388,264,4,0.0,1,Malicious
418,39,11,nginx,640.0,NONE,None,11,1,4,1266,15,12,960,1548,15,4.0,1,Malicious
419,39,11,nginx,640.0,NONE,None,26,5,8,2329,32,25,4850,2759,32,6.0,1,Malicious
420,39,11,nginx,661.0,NONE,None,20,0,6,2328,26,26,3285,2772,26,6.0,1,Malicious
421,39,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,20,0,2,2976,26,23,7783,3440,26,6.0,1,Malicious
422,39,10,nginx/1.8.0,216.0,NONE,None,8,0,1,809,12,11,1321,1101,12,4.0,1,Malicious
423,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
424,39,7,Apache/2.2.15 (CentOS),256306.0,AU,New South Wales,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
425,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
426,39,9,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
427,39,9,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
428,39,9,nginx/1.11.3,12055.6,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
429,39,9,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
430,39,9,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
431,39,8,Apache,404.0,US,WV,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
432,39,9,nginx,12055.6,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
433,39,8,nginx/1.11.2,12055.6,US,FL,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
434,39,8,HTTPDaemon,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
435,39,7,GSE,7472.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
436,39,8,Apache/2.4.18 (Ubuntu),3063.0,TR,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
437,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
438,39,6,None,7634.9,US,CA,30,26,1,3521,36,37,33021,3947,36,6.0,0,Non-Malicious
439,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
440,39,7,Apache,12985.0,US,CO,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
441,39,8,nginx,12055.6,US,Oregon,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
442,39,8,GSE,9352.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
443,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
444,39,7,Apache,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
445,39,8,YouTubeFrontEnd,6212.4,US,CA,61,52,4,7271,71,68,60586,8017,71,10.0,0,Non-Malicious
446,39,8,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
447,39,10,YouTubeFrontEnd,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
448,39,8,nginx,11223.3,FR,None,8,0,2,1059,12,11,1506,1361,12,4.0,0,Non-Malicious
449,39,8,YouTubeFrontEnd,12473.5,US,CA,16,7,3,2241,22,20,6701,2683,22,6.0,0,Non-Malicious
450,39,8,YouTubeFrontEnd,20711.7,US,CA,64,48,8,6413,72,68,58285,7005,72,8.0,0,Non-Malicious
